;oset1;oset2;rus1;rus2;proximity;synonym
3837;номдзыд;уæздан;аристократический;деликатный тонкий;0.355573445558548;1
3838;æрытауын;бамбæрзын;завесить;облицевать обложить;0.5583598017692566;1
3839;адавд;стыгъд;грабеж ограбление;грабеж ограбление;0.17951419949531555;1
3840;къуылых;чемпа;хромой хромоногий;хромой хромоногий;0.09098678082227707;1
3841;лæгъстæ кæнын;уырнын кæнын;уговаривать убеждать;уговаривать убеждать;0.6579683423042297;1
3842;разæнгарддзинад;удцырын;энтузиазм воодушевление;энтузиазм воодушевление;0.423824280500412;1
3843;размæ-фæстæмæ кæнын;цæуын;ходить;ходить;0.3647971749305725;1
3844;коса;лæгуынсæр;лысый плешивый;лысый плешивый;0.10258360207080841;1
3845;уæвын;хи дарын;числиться;жить;0.25037458539009094;1
3846;æнæрцæф;сонт;бедовый;безрассудный безумный;0.5755301117897034;1
3847;æввахс;æмгæрон;близко недалеко;близко недалеко;0.1908043771982193;1
3848;гæвзыкк;скъуыддзæваæт;бедняк;бедняк;0.18286219239234924;1
3849;архайын;хыртт-хыртт кæнын;хпопотать;царапать;0.3365364670753479;1
3850;абаргæйæ;истæмæ  гæсгæ;относительно сравнительно;относительно сравнительно;0.16868841648101807;1
3851;æркæпп кæнын;фæхавцын;укусить куснуть;укусить куснуть;0.6344329118728638;1
3852;æгæнон;фыдахуыр;шалун проказник;шалун проказник;0.2783081829547882;1
3853;гадзрахатдзинад;хиндзинад;коварство вероломство;хитроумие;0.9321160912513733;1
3854;хæрдуарзаг;цæлуарзаг;гастроном гурман;гастроном гурман;0.4404385983943939;1
3855;арвитын;фæраст кæнын;послать выслать;послать выслать;0.49545860290527344;1
3856;æнæрахатгæ;зынрахатæн;незаметный неприметный;незаметный неприметный;0.7568258047103882;1
3857;сырдвыд;фæлтæрд;тренированный натренированный;тренированный натренированный;0.01450125128030777;1
3858;зæд;сабырзонд;кроткий незлобивый;кроткий незлобивый;0.07915292680263519;1
3859;айсын;ратæлæт кæнын;конфисковать изъять;конфисковать изъять;0.34232980012893677;1
3860;цы;цыу;что;что;-0.019260043278336525;1
3861;æнæмбийгæ;æнæфæугæ;вечный бес;долго бесконечно;0.4967895746231079;1
3862;æрлæууын;фæхицæн кæнын;акцентировать выделить;рассортировать разобрать;0.2869192063808441;1
3863;хуыцауысконд;цæрæгуд;человек;человек;0.31619882583618164;1
3864;зæрдæвæрд;ныфсæвæрд;уверение заверение;обещание слово;0.8771257996559143;1
3865;евзыгъд;сахъ;бедовый;юноша молодой человек;0.31668728590011597;1
3866;рахъуыды-бахъуыды кæнын;тæразыл æвæрын;взвешивать;взвешивать;0.5013374090194702;1
3867;æфснайддзинад;сыгъдаæгдзинад;чистота;чистоплотность опрятность;0.9399977922439575;1
3868;æппæлд;стыд;хвастовство похвальба;хвастовство похвальба;0.29873570799827576;1
3869;зардæрард;уæлкурдиат;энтузиазм воодушевление;энтузиазм воодушевление;0.15748052299022675;1
3870;æрфынæй кæнын;арæдзæ-мæдзæ кæнын;задремать прикорнуть;поспать;0.81714928150177;1
3871;бандон;фæхсбандон;скамья скамейка;скамья скамейка;0.7823757529258728;1
3872;бæззон;бæлвырд домæнтæн дзуапдæттæг;хороший неплохой;годный пригодный;0.5107669234275818;1
